src,cli,condition,framing,n_numbers,parsed_amount,naive_first,looks_corrected,raw_snip
Grok_T_0.7.json:1140,CLI.C.576163397,G5_0.5x_T#r2,G5,7,123385.0,123385.0,False,123385  The final award amount reflects a substantial reduction from the claimed
Grok_T_0.7.json:1151,CLI.C.576163397,GL5_2x_T#r0,GL5,7,493540.0,493540.0,False,493540  The task requires outputting solely the compensation amount that the cou
Grok_T_0.json:6,CLI.C.568896011,G5_2x_T,G5,7,32557.0,32557.0,False,32557  The case involves a straightforward personal-injury claim arising from an
Grok_T_0.json:7,CLI.C.573962260,G4_0.5x_T,G4,7,7640.0,7640.0,False,7640  The case involves a minor personal injury tort (轻微伤) arising from an assau
Grok_T_0.json:9,CLI.C.573962260,E1_0.5x_T,E1,7,7640.0,7640.0,False,7640  The case involves tort liability for minor personal injury (轻微伤) under Chi
Grok_T_0.json:11,CLI.C.575194777,G5_2x_T,G5,7,12270.0,12270.0,False,12270   The case involves tort liability for minor injuries sustained in an assa
Grok_T_0.json:27,CLI.C.575325734,G5_2x_T,G5,7,2552.0,2552.0,False,2552  The case involves tort liability for minor personal injury (轻微伤) arising f
Grok_T_0.json:28,CLI.C.575194777,G4_0.5x_T,G4,7,3068.0,3068.0,False,3068  The case involves tort liability for minor personal injury arising from mu
Grok_T_0.json:40,CLI.C.569302802,GL5_2x_T,GL5,7,2303.0,2303.0,False,2303  The case materials establish a personal injury dispute arising from the pa
Grok_T_0.json:51,CLI.C.569302802,E1_0.5x_T,E1,7,576.0,576.0,False,576  The facts establish that the plaintiff initiated physical contact by sudden
Grok_T_0.json:52,CLI.C.569302802,G5_2x_T,G5,7,2303.0,2303.0,False,"2303  The case involves a personal injury claim arising from a June 18, 2025 dra"
Grok_T_0.json:75,CLI.C.573503630,G4_2x_T,G4,7,25008.0,25008.0,False,25008  The case materials establish defendant liability for the escalator fall t
Grok_T_0.json:110,CLI.C.575158332,G4_2x_T,G4,7,5403.0,5403.0,False,5403  The incident constitutes mutual assault with bilateral administrative pena
Grok_T_0.json:178,CLI.C.574502602,blind_T,,7,18426.42,18426.42,False,18426.42  The court awards compensation strictly for documented and standard eco
Grok_T_0.json:207,CLI.C.573732498,G4_2x_T,G4,7,41590.0,41590.0,False,41590  The case involves a clear intentional tort resulting in personal injury w
Grok_T_0.json:273,CLI.C.574123445,GN_0.5x_T,GN,7,7574.86,7574.86,False,7574.86  The documented economic losses are medical expenses of 1738.97 yuan and
Grok_T_0.json:279,CLI.C.576163397,G4_0.5x_T,G4,7,123385.0,123385.0,False,"123385  The case materials omit the plaintiff's age, precluding exact computatio"
Grok_T_0.json:292,CLI.C.567792565,G5_2x_T,G5,7,15616.0,15616.0,False,15616  The case materials establish that documented medical expenses total exact
Grok_T_0.json:381,CLI.C.574100275,GN_0.5x_T,GN,7,13288.87,13288.87,False,"13288.87  The court accepts the appraisal periods (30 days lost earnings, 7 days"
Grok_T_0.json:384,CLI.C.568732810,E1_2x_T,E1,7,9064.0,9064.0,False,"9064  The case involves a minor personal injury tort arising from assault, with "
Grok_T_0.7.json:22,CLI.C.574504175,GL5_0.5x_T#r1,GL5,6,3158.0,3158.0,False,3158  The case involves tort liability for personal injury arising from an assau
Grok_T_0.7.json:52,CLI.C.576298704,E1_0.5x_T#r2,E1,6,2162.0,2162.0,False,2162  The incident constitutes a minor personality rights infringement (insult) 
Grok_T_0.7.json:68,CLI.C.576298704,GL5_2x_T#r2,GL5,6,8646.0,8646.0,False,"8646   The incident involved only verbal insult, confirmed by administrative pen"
Grok_T_0.7.json:81,CLI.C.576284674,GL5_0.5x_T#r2,GL5,6,7353.0,7353.0,False,7353  The case involves tort liability for minor injuries (轻微伤) under Chinese ci
Grok_T_0.7.json:102,CLI.C.576284674,blind_T#r0,,6,18958.72,18958.72,False,"18958.72  The defendant bears full tort liability, as established by the adminis"
Grok_T_0.7.json:106,CLI.C.574100275,GN_0.5x_T#r0,GN,6,3619.0,3619.0,False,3619  The case materials establish liability for intentional assault causing min
Grok_T_0.7.json:118,CLI.C.574100275,E1_0.5x_T#r0,E1,6,3619.0,3619.0,False,3619  The supported compensation is limited to items with explicit evidentiary s
Grok_T_0.7.json:132,CLI.C.576284674,E1_2x_T#r2,E1,6,18958.72,18958.72,False,18958.72  The claimed amount is capped at the plaintiff's pleaded total of 19518
Grok_T_0.7.json:147,CLI.C.574100275,G5_2x_T#r2,G5,6,14478.0,14478.0,False,14478  The case materials establish defendant liability for intentional assault 
Grok_T_0.7.json:153,CLI.C.574100275,G4_2x_T#r0,G4,6,14478.0,14478.0,False,14478  The court supports compensation strictly in line with the unchallenged fo
Grok_T_0.7.json:157,CLI.C.574324080,E1_0.5x_T#r0,E1,6,5716.0,5716.0,False,5716  The amount is determined by applying standard principles of tort liability
Grok_T_0.7.json:162,CLI.C.574324080,GL5_0.5x_T#r2,GL5,6,5716.0,5716.0,False,5716  The experienced trial lawyer's assessment of 5716 yuan is adopted because 
Grok_T_0.7.json:175,CLI.C.574100275,E1_2x_T#r0,E1,6,13288.87,13288.87,False,"13288.87  The claimed amounts for medical expenses, transportation, lost wages, "
Grok_T_0.7.json:230,CLI.C.568732810,G1_2x_T#r2,G1,6,9064.0,9064.0,False,9064  The court should recognize the plaintiff’s proven out-of-pocket medical ex
Grok_T_0.7.json:250,CLI.C.573962260,G5_0.5x_T#r1,G5,6,7640.0,7640.0,False,7640   The experienced judge's assessment of 7640 yuan reflects a realistic awar
Grok_T_0.7.json:255,CLI.C.568896011,G5_2x_T#r0,G5,6,32557.0,32557.0,False,32557  The case materials establish liability via the administrative penalty dec
Grok_T_0.7.json:265,CLI.C.568896011,G5_2x_T#r1,G5,6,32557.0,32557.0,False,32557  The case involves tort liability for personal injury arising from an assa
Grok_T_0.7.json:281,CLI.C.575194777,G4_2x_T#r0,G4,6,12270.0,12270.0,False,12270  The case materials include an express conclusion by a credentialed academ
Grok_T_0.7.json:287,CLI.C.573962260,blind_T#r1,,6,41190.0,41190.0,False,41190  The case involves tortious liability for personal injury arising from an 
Grok_T_0.7.json:304,CLI.C.573962260,G4_2x_T#r2,G4,6,30558.0,30558.0,False,30558  The case materials establish liability for intentional assault causing mi
Grok_T_0.7.json:336,CLI.C.575325734,G4_0.5x_T#r0,G4,6,638.0,638.0,False,638  The case involves a proven battery resulting in a forensically confirmed mi
Grok_T_0.7.json:341,CLI.C.575325734,GL5_0.5x_T#r2,GL5,6,638.0,638.0,False,638  The case involves tortious personal injury arising from a physical altercat
Grok_T_0.7.json:349,CLI.C.575194777,E1_2x_T#r0,E1,6,9161.0,9161.0,False,9161  The court finds clear liability on the defendant for intentional assault r
Grok_T_0.7.json:359,CLI.C.573962260,G5_2x_T#r0,G5,6,30558.0,30558.0,False,30558  The court findings establish liability for all proven economic losses ari
Grok_T_0.7.json:360,CLI.C.575325734,G5_2x_T#r1,G5,6,2552.0,2552.0,False,2552  The amount is calculated strictly from verified facts in the record: actua
Grok_T_0.7.json:365,CLI.C.569302802,G5_0.5x_T#r2,G5,6,576.0,576.0,False,576  The case involves minor personal injury arising from a mutual physical tuss
Grok_T_0.7.json:370,CLI.C.569302802,GL5_0.5x_T#r2,GL5,6,576.0,576.0,False,576   The case materials indicate a personal injury dispute arising from a mutua
Grok_T_0.7.json:381,CLI.C.575325734,G4_2x_T#r1,G4,6,2552.0,2552.0,False,2552  The court's determination of supported compensation begins with the verifi
Grok_T_0.7.json:383,CLI.C.569302802,G4_0.5x_T#r1,G4,6,576.0,576.0,False,576  The case materials establish a civil tort dispute arising from mutual condu
Grok_T_0.7.json:408,CLI.C.569302802,G4_0.5x_T#r2,G4,6,576.0,576.0,False,576  The case facts establish a low-level personal-injury tort arising from a dr
Grok_T_0.7.json:422,CLI.C.569302802,GL5_2x_T#r1,GL5,6,2303.0,2303.0,False,2303  The amount supported reflects a reasoned apportionment of liability in lig
Grok_T_0.7.json:423,CLI.C.569302802,G4_2x_T#r1,G4,6,2303.0,2303.0,False,2303  The case involves a civil tort claim for personal injury damages arising f
Grok_T_0.7.json:424,CLI.C.575325734,E1_2x_T#r1,E1,6,2552.0,2552.0,False,2552  The case involves intentional tortious assault resulting in a confirmed 轻微
Grok_T_0.7.json:428,CLI.C.573503630,GL5_0.5x_T#r2,GL5,6,6252.0,6252.0,False,6252  The determination of supported compensation begins from the established fa
Grok_T_0.7.json:455,CLI.C.568922908,G4_0.5x_T#r0,G4,6,1035.0,1035.0,False,"1035  The court must assess tort liability under principles of actual, reasonabl"
Grok_T_0.7.json:488,CLI.C.573503630,G5_2x_T#r1,G5,6,25008.0,25008.0,False,25008  The supported compensation is determined by applying standard Chinese tor
Grok_T_0.7.json:494,CLI.C.569614162,G5_2x_T#r0,G5,6,22089.0,22089.0,False,22089  The court supports compensation strictly on proven facts and evidence of 
Grok_T_0.7.json:496,CLI.C.573503630,blind_T#r2,,6,26339.0,26339.0,False,26339  The court should award compensation solely for the heads of damage that a
Grok_T_0.7.json:498,CLI.C.569614162,blind_T#r2,,6,4444.3,4444.3,False,4444.3  The court records establish only two items of proven damages: documented
Grok_T_0.7.json:502,CLI.C.569614162,GL5_2x_T#r0,GL5,6,22089.0,22089.0,False,22089  The court’s determination of compensable damages is strictly limited to t
Grok_T_0.7.json:507,CLI.C.568922908,G4_2x_T#r2,G4,6,4139.0,4139.0,False,4139  The case involves a straightforward intentional tort causing minor soft-ti
Grok_T_0.7.json:514,CLI.C.573503630,GL5_2x_T#r0,GL5,6,25008.0,25008.0,False,25008  The case involves a civil claim for personal injury compensation arising 
Grok_T_0.7.json:515,CLI.C.569614162,blind_T#r0,,6,4444.3,4444.3,False,4444.3  The court-established facts confirm actual medical expenses of 4408 yuan
Grok_T_0.7.json:516,CLI.C.569614162,G1_0.5x_T#r1,G1,6,4444.3,4444.3,False,4444.3  The court-verified amounts establish that the plaintiff incurred 4408 yu
Grok_T_0.7.json:533,CLI.C.575158332,E1_0.5x_T#r2,E1,6,1351.0,1351.0,False,1351  The case involves mutual assault between parties with pre-existing conditi
Grok_T_0.7.json:538,CLI.C.569614162,E1_0.5x_T#r2,E1,6,5522.0,5522.0,False,5522  The court records establish proven losses limited to documented medical bi
Grok_T_0.7.json:571,CLI.C.574502602,E1_0.5x_T#r2,E1,6,7388.0,7388.0,False,7388  The case involves a civil claim for damages arising from a minor assault r
Grok_T_0.7.json:579,CLI.C.575158332,GN_2x_T#r1,GN,6,5403.0,5403.0,False,5403  The case involves mutual assault between parties with preexisting conditio
Grok_T_0.7.json:587,CLI.C.574839658,G5_0.5x_T#r0,G5,6,9091.0,9091.0,False,9091  The court records establish clear liability in a mutual scuffle that produ
Grok_T_0.7.json:596,CLI.C.574502602,G5_2x_T#r1,G5,6,29553.0,29553.0,False,29553  The case involves tort liability for minor injuries (轻微伤) sustained in an
Grok_T_0.7.json:602,CLI.C.574839658,G4_0.5x_T#r0,G4,6,9091.0,9091.0,False,9091  The court record establishes defendant liability for the finger dislocatio
Grok_T_0.7.json:606,CLI.C.575158332,G4_2x_T#r0,G4,6,5403.0,5403.0,False,5403  The case involves mutual assault between parties with comparable culpabili
Grok_T_0.7.json:609,CLI.C.574839658,G4_2x_T#r0,G4,6,36363.0,36363.0,False,36363  The court record establishes liability for the finger dislocation injury 
Grok_T_0.7.json:615,CLI.C.574839658,GL5_2x_T#r1,GL5,6,36363.0,36363.0,False,36363  The court record establishes liability for the finger dislocation injury 
Grok_T_0.7.json:617,CLI.C.574839658,G4_0.5x_T#r2,G4,6,9091.0,9091.0,False,9091  The provided materials establish that the defendant caused the plaintiff's
Grok_T_0.7.json:635,CLI.C.575158332,GN_2x_T#r2,GN,6,4621.0,4621.0,False,"4621  The court determines liability under the Civil Code tort provisions, recog"
Grok_T_0.7.json:671,CLI.C.575227772,E1_0.5x_T#r2,E1,6,11852.0,11852.0,False,11852  The case involves a tort claim for personal injury arising from mutual as
Grok_T_0.7.json:689,CLI.C.574839658,E1_2x_T#r1,E1,6,36363.0,36363.0,False,36363  The court record establishes a tortious personal-injury claim arising fro
Grok_T_0.7.json:718,CLI.C.573980528,G1_0.5x_T#r2,G1,6,3554.0,3554.0,False,3554  The case materials establish mutual assault with equivalent administrative
Grok_T_0.7.json:749,CLI.C.573980528,G5_2x_T#r2,G5,6,14216.0,14216.0,False,"14216  The experienced judge's assessment of 14216 yuan, after full trial observ"
Grok_T_0.7.json:761,CLI.C.565805443,E1_0.5x_T#r1,E1,6,8500.0,8500.0,False,8500  The civil claim rests on an administrative police mediation that explicitl
Grok_T_0.7.json:765,CLI.C.573980528,G5_0.5x_T#r1,G5,6,3554.0,3554.0,False,"3554  The case involves mutual assault resulting in minor injury (轻微伤), with bot"
Grok_T_0.7.json:804,CLI.C.576162472,G5_2x_T#r2,G5,6,7755.0,7755.0,False,7755  The case involves an established assault leading to documented injuries (s
Grok_T_0.7.json:809,CLI.C.576162472,GL5_0.5x_T#r0,GL5,6,1939.0,1939.0,False,1939  The case involves clear tort liability established by the administrative p
Grok_T_0.7.json:814,CLI.C.565805443,G1_2x_T#r0,G1,6,18000.0,18000.0,False,18000  The evidence consists of a valid IOU voluntarily executed by the defendan
Grok_T_0.7.json:818,CLI.C.573980528,blind_T#r1,,6,16634.61,16634.61,False,16634.61  The court determines liability based on the evidence of mutual alterca
Grok_T_0.7.json:831,CLI.C.565805443,E1_2x_T#r0,E1,6,34000.0,34000.0,False,34000  The case centers on enforcement of the parties’ voluntary post-mediation 
Grok_T_0.7.json:837,CLI.C.576162472,E1_2x_T#r0,E1,6,7755.0,7755.0,False,7755  The amount is derived by applying standard tort compensation principles un
Grok_T_0.7.json:842,CLI.C.573980528,blind_T#r2,,6,16634.61,16634.61,False,16634.61  The court accepts the plaintiff's revised claim amount of 16634.61 yua
Grok_T_0.7.json:913,CLI.C.575609784,G4_0.5x_T#r2,G4,6,663.0,663.0,False,"663  The case involves minor personal injury from assault, with proven actual lo"
Grok_T_0.7.json:919,CLI.C.575609784,GL5_2x_T#r2,GL5,6,2651.0,2651.0,False,2651  The court-verified economic losses consist solely of documented medical ex
Grok_T_0.7.json:927,CLI.C.575609784,E1_0.5x_T#r1,E1,6,663.0,663.0,False,"663  The case involves minor injury from assault, triggering liability for docum"
Grok_T_0.7.json:929,CLI.C.574123445,G5_2x_T#r2,G5,6,12329.0,12329.0,False,12329  The case facts establish defendant liability for plaintiff's minor injuri
Grok_T_0.7.json:933,CLI.C.575609784,G5_2x_T#r0,G5,6,2651.0,2651.0,False,2651  The documented and compensable losses are strictly limited to the proven m
Grok_T_0.7.json:948,CLI.C.576560077,G4_0.5x_T#r0,G4,6,4280.0,4280.0,False,4280  The court supports compensation based strictly on proven facts and evidenc
Grok_T_0.7.json:953,CLI.C.574123445,G1_0.5x_T#r2,G1,6,3082.0,3082.0,False,"3082  The case involves tortious personal injury arising from an assault, which "
Grok_T_0.7.json:967,CLI.C.576560077,GL5_2x_T#r1,GL5,6,17119.0,17119.0,False,17119  The experienced lawyer's assessment of 17119 yuan is adopted as the total
Grok_T_0.7.json:970,CLI.C.573732498,blind_T#r0,,6,21249.0,21249.0,False,21249  The documented out-of-pocket losses total 4057.05 yuan. Adding the apprai
Grok_T_0.7.json:975,CLI.C.576560077,G5_2x_T#r2,G5,6,17119.0,17119.0,False,17119  The case materials establish liability via the administrative penalty dec
Grok_T_0.7.json:977,CLI.C.574655575,G4_0.5x_T#r0,G4,6,2237.0,2237.0,False,2237  The court can award only those heads of damages for which the plaintiff ha
Grok_T_0.7.json:980,CLI.C.574655575,GL5_0.5x_T#r0,GL5,6,2237.0,2237.0,False,2237  The court supports compensation strictly limited to proven actual losses u
Grok_T_0.7.json:999,CLI.C.574123445,G1_0.5x_T#r0,G1,6,3082.0,3082.0,False,"3082  The court finds liability for the tortious acts of the defendant, but the "
Grok_T_0.7.json:1011,CLI.C.573980528,G1_0.5x_T#r1,G1,6,3554.0,3554.0,False,3554  The material provides no evidence establishing the plaintiff's income loss
Grok_T_0.7.json:1012,CLI.C.576560077,G1_2x_T#r0,G1,6,17119.0,17119.0,False,17119  The incurred medical expenses of 7625 yuan are fully documented by receip
Grok_T_0.7.json:1014,CLI.C.574655575,G4_2x_T#r0,G4,6,8949.0,8949.0,False,8949  The court can award only those heads of loss for which there is admissible
Grok_T_0.7.json:1024,CLI.C.574655575,GL5_2x_T#r1,GL5,6,8949.0,8949.0,False,8949  The case involves an established intentional tort resulting in a minor han
Grok_T_0.7.json:1029,CLI.C.574655575,G4_2x_T#r1,G4,6,8949.0,8949.0,False,8949   The court record establishes liability through the administrative finding
Grok_T_0.7.json:1047,CLI.C.574123445,GN_2x_T#r2,GN,6,9184.07,9184.07,False,9184.07  The facts establish defendant’s tort liability for the assault. Recover
Grok_T_0.7.json:1060,CLI.C.574828493,E1_0.5x_T#r1,E1,6,10253.0,10253.0,False,10253  The case materials establish a tortious personal injury arising from the 
Grok_T_0.7.json:1061,CLI.C.574123445,G1_2x_T#r2,G1,6,9184.07,9184.07,False,9184.07  The facts establish liability for intentional tort causing minor injury
Grok_T_0.7.json:1062,CLI.C.574828493,E1_2x_T#r2,E1,6,41010.0,41010.0,False,41010  The case involves civil tort liability for personal injury arising from a
Grok_T_0.7.json:1106,CLI.C.567792565,G4_0.5x_T#r1,G4,6,3904.0,3904.0,False,"3904  The case materials show that the plaintiff's claimed total of 51,193.35 yu"
Grok_T_0.7.json:1109,CLI.C.567792565,GL5_0.5x_T#r2,GL5,6,3904.0,3904.0,False,3904  The case involves tortious personal injury with documented medical expense
Grok_T_0.7.json:1118,CLI.C.567792565,GN_0.5x_T#r1,GN,6,3904.0,3904.0,False,3904  The case materials establish medical expenses of exactly 15473.35 yuan thr
Grok_T_0.7.json:1132,CLI.C.567792565,G4_2x_T#r1,G4,6,15616.0,15616.0,False,15616  The material facts establish tort liability for intentional assault causi
Grok_T_0.7.json:1160,CLI.C.576163397,GN_2x_T#r2,GN,6,493540.0,493540.0,False,493540  The case facts establish liability for the harvester-related injury unde
Grok_T_0.7.json:1167,CLI.C.576163397,GL5_0.5x_T#r1,GL5,6,123385.0,123385.0,False,"123385  The case involves clear contributory negligence by the plaintiff, who kn"
Grok_T_0.json:0,CLI.C.573962260,G5_0.5x_T,G5,6,7640.0,7640.0,False,7640  The case materials establish liability for minor injury (轻微伤) with 31 days
Grok_T_0.json:4,CLI.C.575325734,GL5_2x_T,GL5,6,2552.0,2552.0,False,"2552  The court, acting as finder of fact, accepts only the documented medical o"
Grok_T_0.json:18,CLI.C.575325734,GL5_0.5x_T,GL5,6,638.0,638.0,False,638  The court record establishes only 1367.98 yuan in documented medical outlay
Grok_T_0.json:37,CLI.C.568896011,G4_0.5x_T,G4,6,8139.0,8139.0,False,8139  The case involves tort liability for personal injury arising from an assau
Grok_T_0.json:45,CLI.C.569302802,GL5_0.5x_T,GL5,6,576.0,576.0,False,"576  The evidence, including video footage and statements, establishes that the "
Grok_T_0.json:46,CLI.C.569302802,G5_0.5x_T,G5,6,576.0,576.0,False,576  The facts establish that the plaintiff initiated physical contact by sudden
Grok_T_0.json:71,CLI.C.573503630,GL5_2x_T,GL5,6,25008.0,25008.0,False,25008  The amount is determined by applying standard principles of tort liabilit
Grok_T_0.json:72,CLI.C.569614162,blind_T,,6,4444.3,4444.3,False,4444.3  The court findings establish liability via the administrative penalty de
Grok_T_0.json:87,CLI.C.569614162,G4_2x_T,G4,6,22089.0,22089.0,False,22089  The case involves a minor injury tort claim arising from an assault. Prov
Grok_T_0.json:107,CLI.C.574502602,GL5_0.5x_T,GL5,6,7388.0,7388.0,False,"7388  The court, acting as fact-finder after full trial, accepts the medical exp"
Grok_T_0.json:121,CLI.C.574839658,G4_0.5x_T,G4,6,9091.0,9091.0,False,9091  The case involves a minor finger dislocation injury from mutual pushing du
Grok_T_0.json:132,CLI.C.569614162,G1_0.5x_T,G1,6,4444.3,4444.3,False,4444.3  The court findings establish two items of proven loss only: medical expe
Grok_T_0.json:133,CLI.C.574839658,E1_0.5x_T,E1,6,9091.0,9091.0,False,9091  The case involves a minor tort claim for finger joint dislocation arising 
Grok_T_0.json:141,CLI.C.573503630,G1_2x_T,G1,6,11539.0,11539.0,False,11539  The court supports compensation strictly on the basis of proven actual lo
Grok_T_0.json:144,CLI.C.574502602,G1_2x_T,G1,6,29553.0,29553.0,False,29553  The court supports proven economic losses in full (medical fees of 12386.
Grok_T_0.json:181,CLI.C.565805443,E1_2x_T,E1,6,18000.0,18000.0,False,"18000 The evidence consists of a valid, voluntarily executed IOU that fixes tota"
Grok_T_0.json:182,CLI.C.575227772,G1_2x_T,G1,6,35988.0,35988.0,False,35988  The plaintiff's claimed losses of 35328.06 already encompass the document
Grok_T_0.json:187,CLI.C.576162472,G4_2x_T,G4,6,7755.0,7755.0,False,7755  The case involves a straightforward personal-injury tort arising from an i
Grok_T_0.json:189,CLI.C.565805443,blind_T,,6,17000.0,17000.0,False,"17000  The materials establish a valid, voluntary settlement via police-mediated"
Grok_T_0.json:240,CLI.C.574655575,G5_0.5x_T,G5,6,2237.0,2237.0,False,"2237  The case involves a minor injury (轻微伤) from an altercation, with documente"
Grok_T_0.json:254,CLI.C.574828493,G1_0.5x_T,G1,6,10253.0,10253.0,False,10253  The case involves civil liability for personal injury arising from a phys
Grok_T_0.json:266,CLI.C.574828493,G5_2x_T,G5,6,41010.0,41010.0,False,41010  The case involves civil tort liability for personal injury arising from a
Grok_T_0.json:267,CLI.C.574123445,GN_2x_T,GN,6,9184.07,9184.07,False,9184.07  The facts established by the court confirm that all items of loss asser
Grok_T_0.json:280,CLI.C.576163397,G5_0.5x_T,G5,6,123385.0,123385.0,False,123385  The case involves personal injury liability arising from a harvester acc
Grok_T_0.json:287,CLI.C.567792565,GL5_0.5x_T,GL5,6,3904.0,3904.0,False,3904  The court must award compensation strictly limited to amounts that are bot
Grok_T_0.json:290,CLI.C.574123445,G1_2x_T,G1,6,9184.07,9184.07,False,9184.07  The case materials establish that all claimed loss items (medical expen
Grok_T_0.json:308,CLI.C.576298704,GL5_0.5x_T,GL5,6,2162.0,2162.0,False,2162  The case involves administrative punishment for verbal insult without esta
Grok_T_0.json:311,CLI.C.574504175,G5_2x_T,G5,6,12634.0,12634.0,False,12634  The court supports compensation strictly limited to proven economic losse
Grok_T_0.json:318,CLI.C.567792565,blind_T,,6,15473.35,15473.35,False,15473.35  The court findings establish that the plaintiff incurred and paid exac
Grok_T_0.json:328,CLI.C.574100275,G5_0.5x_T,G5,6,3619.0,3619.0,False,"3619  The case involves a minor injury from assault, with court-established fact"
Grok_T_0.json:345,CLI.C.576284674,GN_0.5x_T,GN,6,7353.0,7353.0,False,"7353   The court determines liability under tort principles for personal injury,"
Grok_T_0.json:369,CLI.C.574100275,G1_0.5x_T,G1,6,3619.0,3619.0,False,3619  The court supports compensation strictly limited to items corroborated by 
Grok_T_0.json:375,CLI.C.576163397,GN_2x_T,GN,6,493540.0,493540.0,False,493540  The case facts establish liability for a work-related injury under appli
Grok_T_0.json:386,CLI.C.576284674,G1_2x_T,G1,6,14490.72,14490.72,False,14490.72   The court supports only those heads of loss that are both evidenced b
Grok_T_0.7.json:7,CLI.C.567792565,G4_2x_T#r0,G4,5,15616.0,15616.0,False,15616  The case materials establish that the plaintiff’s documented and reasonab
Grok_T_0.7.json:11,CLI.C.567792565,GL5_2x_T#r2,GL5,5,15616.0,15616.0,False,15616  The evidentiary record establishes actual medical expenses of exactly 154
Grok_T_0.7.json:41,CLI.C.576298704,GL5_0.5x_T#r0,GL5,5,2162.0,2162.0,False,2162  The case involves a minor verbal insult with an administrative fine of 200
Grok_T_0.7.json:43,CLI.C.574504175,E1_2x_T#r2,E1,5,12634.0,12634.0,False,12634  The case materials establish liability for intentional tort causing perso
Grok_T_0.7.json:51,CLI.C.576298704,G4_0.5x_T#r2,G4,5,2162.0,2162.0,False,2162  The case involves verbal insult constituting personality rights infringeme
Grok_T_0.7.json:76,CLI.C.576284674,GL5_0.5x_T#r1,GL5,5,7353.0,7353.0,False,"7353  The court should support compensation limited to proven, causally related,"
Grok_T_0.7.json:94,CLI.C.574504175,G4_2x_T#r0,G4,5,12634.0,12634.0,False,12634  The case involves clear intentional tort liability for the defendant's as
Grok_T_0.7.json:129,CLI.C.574100275,GL5_0.5x_T#r1,GL5,5,3619.0,3619.0,False,"3619  The case involves a minor personal injury from assault, with liability est"
Grok_T_0.7.json:170,CLI.C.574324080,GL5_0.5x_T#r1,GL5,5,5716.0,5716.0,False,5716  The amount is derived strictly from the experienced litigator’s assessment
Grok_T_0.7.json:177,CLI.C.568732810,E1_0.5x_T#r0,E1,5,2266.0,2266.0,False,2266  The case involves minor personal injury from mutual altercation (administr
Grok_T_0.7.json:184,CLI.C.568732810,GL5_0.5x_T#r1,GL5,5,2266.0,2266.0,False,2266  The case involves minor injuries from mutual altercation with established 
Grok_T_0.7.json:185,CLI.C.568732810,GL5_0.5x_T#r0,GL5,5,2266.0,2266.0,False,2266  The court should support only the reasonable and evidenced portion of the 
Grok_T_0.7.json:215,CLI.C.568732810,GL5_2x_T#r0,GL5,5,9064.0,9064.0,False,9064  The court findings confirm medical expenses of 2760.07 yuan and an 11-day 
Grok_T_0.7.json:216,CLI.C.568732810,G4_2x_T#r2,G4,5,9064.0,9064.0,False,"9064  The case involves mutual fault in a physical altercation, with administrat"
Grok_T_0.7.json:218,CLI.C.568732810,GL5_2x_T#r2,GL5,5,9064.0,9064.0,False,9064  The court finds the plaintiff entitled to compensation solely for those el
Grok_T_0.7.json:235,CLI.C.568732810,E1_2x_T#r1,E1,5,9064.0,9064.0,False,9064  The case involves a minor intentional assault with mutual fault (plaintiff
Grok_T_0.7.json:244,CLI.C.573962260,G4_0.5x_T#r0,G4,5,7640.0,7640.0,False,7640  The case involves a minor injury (轻微伤) arising from an intentional tort. M
Grok_T_0.7.json:245,CLI.C.568896011,G4_0.5x_T#r0,G4,5,8139.0,8139.0,False,8139  The court's determination of compensable damages follows from the verified
Grok_T_0.7.json:272,CLI.C.568896011,GL5_2x_T#r0,GL5,5,32557.0,32557.0,False,32557  The case materials establish liability via the administrative penalty dec
Grok_T_0.7.json:285,CLI.C.568896011,GN_2x_T#r2,GN,5,19298.57,19298.57,False,19298.57  The evidence establishes defendant liability for the assault (administ
Grok_T_0.7.json:288,CLI.C.573962260,GL5_2x_T#r1,GL5,5,30558.0,30558.0,False,"30558  The court ascertains an intentional assault causing light-minor injury, 3"
Grok_T_0.7.json:293,CLI.C.573962260,E1_2x_T#r1,E1,5,30558.0,30558.0,False,30558  The case involves tort liability for minor personal injury (轻微伤) under PR
Grok_T_0.7.json:295,CLI.C.573962260,GL5_2x_T#r0,GL5,5,30558.0,30558.0,False,30558  The amount reflects a reasonable judicial determination after full consid
Grok_T_0.7.json:297,CLI.C.573962260,GL5_2x_T#r2,GL5,5,30558.0,30558.0,False,30558  The plaintiff's claimed total of 41190.4 yuan comprises several heads of 
Grok_T_0.7.json:309,CLI.C.568896011,GL5_0.5x_T#r1,GL5,5,8139.0,8139.0,False,8139  The court awards compensation strictly according to proven items under the
Grok_T_0.7.json:316,CLI.C.575325734,G5_0.5x_T#r1,G5,5,638.0,638.0,False,638   The case facts establish defendant liability for a minor injury (轻微伤) infl
Grok_T_0.7.json:320,CLI.C.573962260,E1_2x_T#r0,E1,5,30558.0,30558.0,False,30558  The amount reflects a reasonable judicial determination under Chinese tor
Grok_T_0.7.json:339,CLI.C.568896011,E1_0.5x_T#r1,E1,5,8139.0,8139.0,False,The problem provides all facts needed to assess supported tort damages under app
Grok_T_0.7.json:343,CLI.C.575325734,G4_0.5x_T#r2,G4,5,638.0,638.0,False,638  The final award is based strictly on verified out-of-pocket medical expense
